NOMGARE;PAYS;VILLEDESSERVIE;X;Y;TGV
Luc;France;Luc;44,65408979;3,89110462; 
Luçay-le-Mâle;France;Lucay-le-Male;47,13327999;1,43642052; 
Lucé;France;Luce;48,43654929;1,45289351; 
Luc-en-Diois;France;Luc-en-Diois;44,61373555;5,45480837; 
Luchon;France;Luchon;42,79727811;0,59660863; 
Luc-la-Primaube;France;Luc-la-Primaube;44,29138889;2,55448257; 
Luçon;France;Lucon;46,46380082;-1,16745057;
Lucquy;France;Lucquy;49,52372788;4,47374998; 
Lucy-sur-Cure;France;Lucy-sur-Cure;47,62848802;3,7458025; 
Ludon-Médoc;France;Ludon-Medoc;44,97423147;-0,61184243; 
Ludres;France;Ludres;48,62157087;6,16993716; 
Lugagnan;France;Lugagnan;43,06125356;-0,0383677; 
Lumes;France;Lumes;49,7331756;4,78287307; 
Lunas;France;Lunas;43,71002305;3,19444278; 
Lunel;France;Lunel;43,67951514;4,13080694;
Lunel-Viel;France;Lunel-Viel;43,68093904;4,09330301; 
Lunery;France;Lunery;46,93504001;2,27511829; 
Luneville;France;Luneville;48,58809608;6,50793866;
Lure;France;Lure;47,68297051;6,49278884;
Lusignan;France;Lusignan;46,43500187;0,11575616; 
Lus-la-Croix-Haute;France;Lus-la-Croix-Haute;44,6711112;5,69725866; 
Lussac-les-Châteaux;France;Lussac-les-Chateaux;46,4051906;0,71899828; 
Luttenbach-près-Munster;France;Luttenbach-pres-Munster;48,03562685;7,1195819; 
Lutterbach;France;Lutterbach;47,75792329;7,27676396; 
Lutzelbourg;France;Lutzelbourg;48,72962364;7,25155563; 
Lutzelhouse;France;Lutzelhouse;48,51797486;7,29385559; 
Luxé;France;Luxe;45,88721577;0,10915244; 
Luxeuil-les-Bains;France;Luxeuil-les-Bains;47,81516287;6,37186494; 
Luzarches;France;Luzarches;49,11770937;2,42157909; 
Luzech;France;Luzech;44,47601657;1,30115384; 
Luzenac;France;Luzenac;42,76444377;1,75315369; 
Luzy;France;Luzy;46,79423875;3,96942826; 
Lyon Part Dieu;France;Lyon;45,76028019;4,85979399;OUI
Lyon Perrache;France;Lyon;45,74840361;4,82285094;OUI
Lyon Saint Exupery;France;Lyon;45,72092788;5,07583344;OUI
Maâtz;France;Maatz;47,70215375;5,441766; 
Macau;France;Macau;45,00400357;-0,61976174; 
Machecoul;France;Machecoul;46,99031737;-1,82247487; 
Machilly;France;Machilly;46,25084254;6,32774569; 
Mâcon Centre;France;Mâcon;46,30289924;4,82447114;OUI
Mâcon Loché TGV (à 7km de Mâcon);France;Mâcon - Loché TGV;46,28284151;4,77863427;OUI
Magalas;France;Magalas;43,46775546;3,22950007; 
Magland;France;Magland;46,01672781;6,62176078; 
Magnac-Bourg;France;Magnac-Bourg;45,62837473;1,44398698; 
Magnet;France;Magnet;46,46416824;2,6028998; 
Magneux;France;Magneux;49,31000057;3,73314435; 
Magny;France;Magny;48,33441636;1,28106015; 
Maillé;France;Maille;47,05295879;0,58300633; 
Mailly-la-Ville;France;Mailly-la-Ville;47,60436997;3,67503958; 
Maintenon;France;Maintenon;48,58536431;1,59245486; 
Maisons-Alfort;France;Maisons-Alfort;48,80196863;2,42637248; 
Maisons-Laffitte;France;Maisons-Laffitte;48,94594823;2,14418382; 
Maisse;France;Maisse;48,39299785;2,39296689; 
Maizières-la-Grande-Paroisse;France;Maizieres-la-Grande-Paroisse;48,50506564;3,78595977; 
Maizières-lès-Metz;France;Maizieres-les-Metz;49,21611028;6,1582885; 
Mâlain;France;Malain;47,32727904;4,80946957; 
Malansac;France;Malansac;47,67542845;-2,29575358; 
Malaunay;France;Malaunay;49,51324126;1,04011184; 
Malause;France;Malause;44,08875407;0,97066859; 
Malesherbes;France;Malesherbes;48,2933036;2,40118778; 
Malijai;France;Malijai;44,04915815;6,02772984; 
Mallemoisson;France;Mallemoisson;44,04252339;6,12629958; 
Malling;France;Malling;49,42176004;6,30256249; 
Mamirolle;France;Mamirolle;47,20034365;6,16288788; 
Mandelieu-la-Napoule;France;Mandelieu-la-Napoule;43,52430717;6,94155281; 
Manduel;France;Manduel;43,82646169;4,47887086; 
Mane;France;Mane;43,08132583;0,95149351; 
Manlay;France;Manlay;47,132551;4,32653386; 
Manosque;France;Manosque;43,82310024;5,79351737;
Mansac;France;Mansac;45,13970937;1,36506917; 
Mantes La Jolie;France;Mantes La Jolie;48,98954357;1,70329594;
Marainviller;France;Marainviller;48,58827432;6,60296691; 
Marans;France;Marans;46,30391516;-1,00143838; 
Marat;France;Marat;45,64459731;3,66973293; 
Marbache;France;Marbache;48,80176529;6,10959565; 
Marcelcave;France;Marcelcave;49,85322601;2,58205639; 
Marchélepot;France;Marchelepot;49,84067919;2,86751685; 
Marcheprime;France;Marcheprime;44,69048228;-0,85371986; 
Marchezais;France;Marchezais;48,76844507;1,51339798; 
Marcigny-St-Martin-Lac;France;Marcigny-St-Martin-Lac;46,252769;4,045532; 
Mareil-sur-Mauldre;France;Mareil-sur-Mauldre;48,89389642;1,87136828; 
Maresquel-Ecquemicourt;France;Maresquel-Ecquemicourt;50,4078808;1,93072771; 
Mareuil-sur-Ourcq;France;Mareuil-sur-Ourcq;49,13537717;3,07526091; 
Margaux;France;Margaux;45,03551879;-0,68477194; 
Margival;France;Margival;49,43915969;3,40282822; 
Margut;France;Margut;49,59064585;5,25700448; 
Marignac;France;Marignac;42,91554413;0,65200063; 
Marignier;France;Marignier;46,08879186;6,50581838; 
Marigny;France;Marigny;46,19902718;-0,42863115; 
Marle;France;Marle;49,74699512;3,76912608; 
Marles-en-Brie;France;Marles-en-Brie;48,73426237;2,86747803; 
Marlieux;France;Marlieux;46,06338474;5,0728332; 
Marly-le-Roi;France;Marly-le-Roi;48,87159155;2,09616332; 
Marmagne;France;Marmagne;47,09979874;2,28284525; 
Marmande;France;Marmande;44,50322636;0,16797027;
Marnay-sur-Seine;France;Marnay-sur-Seine;48,50941979;3,56134928; 
Marne la Vallée TGV (Disney);France;Marne-la-Vallee;48,8694125;2,78256731;OUI
Marœuil;France;Marœuil;50,32319141;2,69768219; 
Marolles-en-Hurepoix;France;Marolles-en-Hurepoix;48,56533987;2,29087984; 
Maromme;France;Maromme;49,47994703;1,05085481; 
Marquette-lez-Lille;France;Marquette-lez-Lille;50,67196198;3,05160373; 
Marquillies;France;Marquillies;50,54805515;2,86761134; 
Marquise;France;Marquise;50,80524408;1,73131495; 
Marsac;France;Marsac;46,09399837;1,58631996; 
Marsac-en-Livradois;France;Marsac-en-Livradois;45,48196665;3,72494389; 
Marsac-sur-l'Isle;France;Marsac-sur-l'Isle;45,1859587;0,66245565; 
Marsan;France;Marsan;43,64737392;0,71507809; 
Marseillan;France;Marseillan;43,31827695;3,53563668; 
Marseille - St Charles;France;Marseille;43,3033664;5,38198882;OUI
Marseille-en-Beauvaisis;France;Marseille-en-Beauvaisis;49,57069424;1,95506667; 
Marssac-sur-Tarn;France;Marssac-sur-Tarn;43,9151039;2,02675887; 
Martel;France;Martel;44,93767154;1,61382669; 
Martigné-Ferchaud;France;Martigne-Ferchaud;47,83197425;-1,31372805; 
Martigny-les-Bains;France;Martigny-les-Bains;48,10894301;5,82562412; 
Martigues;France;Martigues;43,39267017;5,02558464;
Martres-Tolosane;France;Martres-Tolosane;43,19613921;1,01656264; 
Marvejols;France;Marvejols;44,54461586;3,28104757; 
Massérac;France;Masserac;47,67459578;-1,91442642; 
Masseret;France;Masseret;45,53752712;1,54103766; 
Massiac;France;Massiac;45,25314597;3,19642335; 
Massy TGV;France;Massy;48,72869118;2,26498757;OUI
Massy - Palaiseau;France;Massy - Palaiseau;48,72435314;2,25623097;
Matzenheim;France;Matzenheim;48,39898373;7,61960852; 
Maubeuge;France;Maubeuge;50,27251698;3,96645229;
Maubourguet;France;Maubourguet;43,4615118;0,03304758; 
Maule;France;Maule;48,90905764;1,85769324; 
Maurecourt;France;Maurecourt;48,98735503;2,0601628; 
Mauriac;France;Mauriac;45,22184735;2,34509411; 
Maurois;France;Maurois;50,06748937;3,45621253; 
Maurs;France;Maurs;44,70639383;2,20008776; 
Mauves-sur-Loire;France;Mauves-sur-Loire;47,29280201;-1,38928716; 
Mauvezin;France;Mauvezin;43,73022406;0,87720613; 
Mauvezin-de-Prat;France;Mauvezin-de-Prat;43,03198162;1,00116748; 
Mauzac-et-Grand-Castang;France;Mauzac-et-Grand-Castang;44,85543806;0,78927562; 
Mauzens-et-Miremont;France;Mauzens-et-Miremont;44,9773696;0,95684197; 
Mauzé-sur-le-Mignon;France;Mauze-sur-le-Mignon;46,19983275;-0,67390353; 
Mayet;France;Mayet;47,75948495;0,26564071; 
Mazamet;France;Mazamet;43,49791375;2,37491762; 
Mazères-sur-Salat;France;Mazeres-sur-Salat;43,13281385;0,97330746; 
Mazingarbe;France;Mazingarbe;50,46115378;2,69964298; 
Meaux;France;Meaux;48,95685378;2,87312883; 
Mehun-sur-Yèvre;France;Mehun-sur-Yevre;47,13897824;2,20722317; 
Melun;France;Melun;48,52720015;2,65574124;
Memmelshoffen;France;Memmelshoffen;48,85631699;7,49709462; 
Menars;France;Menars;47,64515427;1,40588434; 
Mende;France;Mende;44,52233216;3,50190793; 
Ménerville;France;Menerville;48,96643638;1,60113934; 
Mennecy;France;Mennecy;48,57088389;2,43275037; 
Mennessis;France;Mennessis;49,69207384;3,27026552; 
Mennetou-sur-Cher;France;Mennetou-sur-Cher;47,26907291;1,87641737; 
Menton;France;Menton;43,77463982;7,49343931;OUI
Mer (Loir et Cher);France;Mer;47,70600705;1,50618276; 
Mercuès;France;Mercues;44,49590832;1,38534093; 
Mercus-Garrabet;France;Mercus-Garrabet;42,87709622;1,62720755; 
Mérens-les-Vals;France;Merens-les-Vals;42,65848086;1,83668952; 
Mérenvielle;France;Merenvielle;43,63663057;1,15077226; 
Méricourt;France;Mericourt;50,41489822;2,88476946; 
Méricourt-l'Abbé;France;Mericourt-l'Abbe;49,95554351;2,57235046; 
Mériel;France;Meriel;49,07700594;2,20480828; 
Mérignac;France;Merignac;44,84299078;-0,62752608; 
Merrey;France;Merrey;48,05395033;5,59475065; 
Mertzwiller;France;Mertzwiller;48,87199715;7,67835209; 
Méru;France;Meru;49,23293089;2,13225517; 
Mervans;France;Mervans;46,79880577;5,17938807; 
Merxheim;France;Merxheim;47,91311658;7,30241496; 
Méry-sur-Oise;France;Mery-sur-Oise;49,05710365;2,19057104; 
Messac;France;Messac;47,82221391;-1,81866815; 
Messein;France;Messein;48,61301814;6,13762963; 
Mesves-sur-Loire;France;Mesves-sur-Loire;47,24246112;3,00625622; 
Mesvres;France;Mesvres;46,86299517;4,24389869; 
Metz Centre;France;Metz;49,10923816;6,17777403;OUI
Metzeral;France;Metzeral;48,01388362;7,0733926; 
Metzervisse;France;Metzervisse;49,3181749;6,28375982; 
Meudon;France;Meudon;48,81478852;2,24083397; 
Meulan;France;Meulan;49,00681724;1,92014116; 
Meulan;France;Meulan;49,00577189;1,90169549; 
Meung sur Loire;France;Meung sur Loire;47,82997881;1,69176022; 
Meurchin;France;Meurchin;50,49752217;2,89326729; 
Meursault;France;Meursault;46,96919083;4,79542873; 
Meuse TGV (à 30km de Verdun et Bar-le-Duc);France;Meuse TGV;48,97971336;5,27508549;OUI
Meximieux;France;Meximieux;45,90168298;5,19354715; 
Meymac;France;Meymac;45,54352409;2,13961499; 
Meymac;France;Meymac;45,52994313;2,16344556; 
Meyrargues;France;Meyrargues;43,64418904;5,53941064; 
Mézériat;France;Mezeriat;46,23489539;5,04677514; 
Mézidon-Canon;France;Mezidon-Canon;49,07086722;-0,07496612; 
Miélan;France;Mielan;43,4257122;0,28826035; 
Mignaloux-Beauvoir;France;Mignaloux-Beauvoir;46,5262032;0,41173011; 
Milhac-d'Auberoche;France;Milhac-d'Auberoche;45,12902798;0,91788618; 
Milhaud;France;Milhaud;43,7884246;4,30306644; 
Millas;France;Millas;42,68824069;2,69548289; 
Millau;France;Millau;44,1035429;3,07488247; 
Millay;France;Millay;46,83456925;4,0277658; 
Miniac-Morvan;France;Miniac-Morvan;48,53152801;-1,91503036; 
Mionnay;France;Mionnay;45,89673225;4,91933853; 
Mios;France;Mios;44,54549668;-0,99105921; 
Miramas;France;Miramas;43,58092916;4,99959855;OUI
Miraumont;France;Miraumont;50,09609802;2,7346737; 
Mirecourt;France;Mirecourt;48,2997125;6,12877391; 
Mirepoix;France;Mirepoix;43,08905721;1,87464973; 
Miribel;France;Miribel;45,82181667;4,95374627; 
Mitry-Mory;France;Mitry-Mory;48,97570375;2,64209237; 
Modane;France;Modane;45,19352195;6,65941695;OUI
Moirans;France;Moirans;45,32404153;5,56475116; 
Moissac;France;Moissac;44,10257667;1,07759222; 
Molières-sur-Cèze;France;Molieres-sur-Ceze;44,25986389;4,15929152; 
Molinges;France;Molinges;46,3572198;5,76783224; 
Molphey;France;Molphey;47,34001583;4,20148963; 
Molsheim;France;Molsheim;48,53752463;7,50020612; 
Mommenheim;France;Mommenheim;48,75566342;7,64213854; 
Monaco - Monte-Carlo;France;Monaco;43,73622667;7,41976659;
Mondoubleau;France;Mondoubleau;47,98404719;0,8915372; 
Monestier-de-Clermont;France;Monestier-de-Clermont;44,91240895;5,63462696; 
Monéteau;France;Moneteau;47,8507192;3,57995195; 
Monferran-Plavès;France;Monferran-Plaves;43,61655949;0,97251468; 
Monistrol-sur-Loire;France;Monistrol-sur-Loire;44,9696296;3,64978583; 
Monnaie;France;Monnaie;47,49925584;0,79395597; 
Monnerville;France;Monnerville;48,34877937;2,03270697; 
Monsempron Libos;France;Monsempron Libos;44,4867732;0,94141181; 
Mont Saint Michel;France;Mont Saint Michel;48,634425;-1,510945; 
Montaignac-Saint-Hippolyte;France;Montaignac-Saint-Hippolyte;45,35459184;1,97953393; 
Montaigu Vendee;France;Montaigu Vendee;46,9837446;-1,31648157; 
Montaigut-le-Blanc;France;Montaigut-le-Blanc;46,1368506;1,73476278; 
Montain;France;Montain;46,71433298;5,58539479; 
Montargis;France;Montargis;48,00717128;2,74297575;
Montastruc-la-Conseillère;France;Montastruc-la-Conseillere;43,71599779;1,59789365; 
Montataire;France;Montataire;49,25118615;2,436936; 
Montauban ville Bourbon;France;Montauban;44,01449174;1,34156509;OUI
Montauban-de-Bretagne;France;Montauban-de-Bretagne;48,18989249;-2,05310334; 
Montaut;France;Montaut;43,12690227;-0,19821914; 
Montbard;France;Montbard;47,61871969;4,33615203;OUI
Montbarrey;France;Montbarrey;47,03587713;5,63722654; 
Montbartier;France;Montbartier;43,92392977;1,26446244; 
Montbéliard Centre;France;Montbeliard;47,51075829;6,8013591;
Montbeugny;France;Montbeugny;46,5329228;3,49176158; 
Montbizot;France;Montbizot;48,15139845;0,19074691; 
Montbré;France;Montbre;49,19380526;4,03866404; 
Montbrison;France;Montbrison;45,60504913;4,07835213; 
Montbrun;France;Montbrun;44,50463212;1,9002261; 
Montceau-les-Mines Centre;France;Montceau-les-Mines;46,67106794;4,36206668; 
Montceau TGV;France;Montchanin;46,76516129;4,50006329;OUI
Mont-de-Marsan;France;Mont-de-Marsan;43,88474158;-0,50423352;
Montdidier;France;Montdidier;49,64142161;2,5618866; 
Montech;France;Montech;43,9564003;1,21411322; 
Montélimar;France;Montelimar;44,55906479;4,74469179;OUI
Montendre;France;Montendre;45,28059563;-0,39605927; 
Montereau-Fault-Yonne;France;Montereau-Fault-Yonne;48,38007051;2,93486864; 
Montérolier;France;Monterolier;49,60330333;1,33596296; 
Montescourt-Lizerolles;France;Montescourt-Lizerolles;49,73780875;3,25193957; 
Montestruc-sur-Gers;France;Montestruc-sur-Gers;43,88648303;0,64758224; 
Montestruc-sur-Gers;France;Montestruc-sur-Gers;43,79327091;0,62939664; 
Montfort-l'Amaury;France;Montfort-l'Amaury;48,8027742;1,81589691; 
Montfort-sur-Meu;France;Montfort-sur-Meu;48,13899222;-1,94885546; 
Montgaillard;France;Montgaillard;43,12853869;0,11471528; 
Montgeron;France;Montgeron;48,70865776;2,46166; 
Montgeroult;France;Montgeroult;49,08049586;2,00359165; 
Monthermé;France;Montherme;49,86554941;4,74099611; 
Montigny-en-Ostrevent;France;Montigny-en-Ostrevent;50,36144293;3,18928164; 
Montigny-lès-Cormeilles;France;Montigny-les-Cormeilles;49,00776836;2,196817; 
Montigny-sur-Loing;France;Montigny-sur-Loing;48,33650643;2,73808158; 
Montivilliers;France;Montivilliers;49,5429015;0,18958888; 
Montlaur;France;Montlaur;43,47507623;1,57828524; 
Mont-le-Vernois;France;Mont-le-Vernois;47,60785168;6,04857867; 
Mont-Louis;France;Mont-Louis;42,50197726;2,11441876; 
Montlouis-sur-Loire;France;Montlouis-sur-Loire;47,39105773;0,81674564; 
Montluçon;France;Montlucon;46,34985099;2,59181775; 
Montluçon;France;Montlucon;46,33759591;2,59630683;
Montluçon;France;Montlucon;46,33588463;2,61237945; 
Montluel;France;Montluel;45,84809558;5,05866739; 
Montmédy;France;Montmedy;49,52320507;5,37126251; 
Montmélian;France;Montmelian;45,50348679;6,04262161; 
Montmirail;France;Montmirail;48,87292964;3,53090621; 
Montmoreau-Saint-Cybard;France;Montmoreau-Saint-Cybard;45,39829874;0,13800133; 
Montmorillon;France;Montmorillon;46,41733187;0,87375628; 
Mont-Notre-Dame;France;Mont-Notre-Dame;49,29666737;3,57653302; 
Montoir-de-Bretagne;France;Montoir-de-Bretagne;47,32064193;-2,16254675; 
Montpellier-Saint-Roch;France;Montpellier;43,60583439;3,88236031;OUI
Montpezat-de-Quercy;France;Montpezat-de-Quercy;44,26824211;1,50488868; 
Montpon-Ménestérol;France;Montpon-Menesterol;45,00620876;0,15944334; 
Montrabé;France;Montrabe;43,64511288;1,5240617; 
Montrejeau Gourdan Polignan;France;Montrejeau Gourdan Polignan;43,07805685;0,5735362; 
Montreuil sur Mer;France;Montreuil;50,4666912;1,7688053; 
Montreuil-Bellay;France;Montreuil-Bellay;47,12576967;-0,14829926; 
Montreuil-sur-Ille;France;Montreuil-sur-Ille;48,30632019;-1,67427134; 
Montreuil-sur-Thérain;France;Montreuil-sur-Therain;49,3814406;2,19966089; 
Montreux-Vieux;France;Montreux-Vieux;47,61739253;7,02464566; 
Montrichard;France;Montrichard;47,34380274;1,17201375; 
Montrond-les-Bains;France;Montrond-les-Bains;45,64423826;4,24946877; 
Montrozier;France;Montrozier;44,38895864;2,69950399; 
Montry;France;Montry;48,89093647;2,82635258; 
Monts;France;Monts;47,2819992;0,6547336; 
Montsoult;France;Montsoult;49,06625947;2,32274509; 
Mont-sur-Meurthe;France;Mont-sur-Meurthe;48,56010693;6,45013757; 
Montsûrs;France;Montsurs;48,14121735;-0,55167059; 
Montureux-lès-Baulay;France;Montureux-les-Baulay;47,81299631;5,98703571; 
Montville;France;Montville;49,55104111;1,06963843; 
Moosch;France;Moosch;47,86058411;7,05108102; 
Morannes;France;Morannes;47,73880406;-0,41818462; 
Morbier;France;Morbier;46,54071843;6,01715708; 
Morcenx;France;Morcenx;44,03408455;-0,90856676;
Moret-sur-Loing;France;Moret-sur-Loing;48,37839562;2,79930921; 
Moreuil;France;Moreuil;49,77688245;2,47561209; 
Morez;France;Morez;46,53000338;6,02235438; 
Morgny-la-Pommeraye;France;Morgny-la-Pommeraye;49,52287217;1,24737693; 
Morhange;France;Morhange;48,93669099;6,6593863; 
Morières-lès-Avignon;France;Morieres-les-Avignon;43,94229098;4,90851539; 
Morlaix;France;Morlaix;48,5779789;-3,83276143;OUI
Mormant;France;Mormant;48,6139396;2,8885144; 
Mortcerf;France;Mortcerf;48,78912064;2,90771729; 
Morteau;France;Morteau;47,05369069;6,60485988;
Morteaux-Coulibœuf;France;Morteaux-Coulibœuf;48,92358139;-0,0984896; 
Mothern;France;Mothern;48,93464529;8,16159503; 
Motteville;France;Motteville;49,63688511;0,85014891; 
Mouans-Sartoux;France;Mouans-Sartoux;43,6204109;6,97429649; 
Mouchard;France;Mouchard;46,97672966;5,80070526;
Mougins;France;Mougins;43,56927209;6,96923844; 
Moulins;France;Moulins;46,55817495;3,33816172;
Moulis-en-Médoc;France;Moulis-en-Medoc;45,0844589;-0,74505529; 
Moult;France;Moult;49,11097455;-0,1864073; 
Mourioux-Vieilleville;France;Mourioux-Vieilleville;46,09077334;1,67332884; 
Mourmelon-le-Petit;France;Mourmelon-le-Petit;49,13122492;4,31771739; 
Mouroux;France;Mouroux;48,81327313;3,04470059; 
Moustéru;France;Mousteru;48,507636;-3,24305004; 
Brides-les-Bains;France;Moutiers;45,48682525;6,53003799;OUI
Moûtiers;France;Moutiers;45,48682525;6,53003799;OUI
Moyeuvre-Grande;France;Moyeuvre-Grande;49,24677569;6,04386728; 
Muhlbach-sur-Bruche;France;Muhlbach-sur-Bruche;48,5246496;7,31271551; 
Muhlbach-sur-Munster;France;Muhlbach-sur-Munster;48,0245283;7,08771234; 
Muizon;France;Muizon;49,27825769;3,89102225; 
Mulhouse;France;Mulhouse;47,74179838;7,34284957;OUI
Munchhausen;France;Munchhausen;48,9239945;8,14127717; 
Mundolsheim;France;Mundolsheim;48,64492644;7,72114756; 
Munster;France;Munster;48,03907884;7,15272779; 
Murat;France;Murat;45,10892965;2,86920503; 
Muret;France;Muret;43,46478429;1,32416229; 
Mussidan;France;Mussidan;45,03458659;0,35385563; 
Mutzig;France;Mutzig;48,53368227;7,46077227; 
Naintré;France;Naintre;46,75951662;0,49607091; 
Najac;France;Najac;44,22249179;1,97656791; 
Namps-Maisnil;France;Namps-Maisnil;49,80801344;2,10454724; 
Nançois-sur-Ornain;France;Nancois-sur-Ornain;48,71787978;5,29132028; 
Nancy Centre;France;Nancy;48,69001942;6,17389501;OUI
Nangis;France;Nangis;48,56129095;3,01288251; 
Nantes;France;Nantes;47,215926;-1,542476;OUI
Nanteuil-le-Haudouin;France;Nanteuil-le-Haudouin;49,1421717;2,79383847; 
Nanteuil-sur-Marne;France;Nanteuil-sur-Marne;48,97389761;3,22019108; 
Nantiat;France;Nantiat;46,00588132;1,15598451; 
Nantua;France;Nantua;46,15055921;5,60436421; 
Narbonne;France;Narbonne;43,19103322;3,00595633;OUI
Naucelle;France;Naucelle;44,1856517;2,36344312; 
Neau;France;Neau;48,15744718;-0,47655541; 
Négrondes;France;Negrondes;45,34612249;0,86126263; 
Nemours;France;Nemours;48,26808889;2,68558797; 
Nérondes;France;Nerondes;46,99954202;2,82259362; 
Néronde-sur-Dore;France;Neronde-sur-Dore;45,79868835;3,5235128; 
Nesle;France;Nesle;49,76403797;2,90936145; 
Neufchateau;France;Neufchateau;48,35715705;5,68934909; 
Neufchâtel-en-Bray;France;Neufchatel-en-Bray;49,73339657;1,43540973; 
Neufchâtel-Hardelot;France;Neufchatel-Hardelot;50,6235552;1,64271828; 
Neuf-Marché;France;Neuf-Marche;49,42075479;1,71957102; 
Neuillé-Pont-Pierre;France;Neuille-Pont-Pierre;47,55846073;0,56403837; 
Neuilly-lès-Dijon;France;Neuilly-les-Dijon;47,28178009;5,11079017; 
Neuilly-Plaisance;France;Neuilly-Plaisance;48,87038596;2,48565797; 
Neuilly-Saint-Front;France;Neuilly-Saint-Front;49,1873137;3,27110142; 
Neussargues-Moissac;France;Neussargues-Moissac;45,12530029;2,97841321; 
Neuves-Maisons;France;Neuves-Maisons;48,61486682;6,1079454; 
Neuvic;France;Neuvic;45,09978813;0,44514033; 
Neuville-sur-Oise;France;Neuville-sur-Oise;49,01343869;2,07846602; 
Neuville-sur-Saône;France;Neuville-sur-Saone;45,87427814;4,83297183; 
Neuville-sur-Sarthe;France;Neuville-sur-Sarthe;48,07025134;0,19965114; 
Neuvy-Pailloux;France;Neuvy-Pailloux;46,88227975;1,86197205; 
Neuvy-Saint-Sépulchre;France;Neuvy-Saint-Sepulchre;46,69472676;1,56283677; 
Nevers;France;Nevers;46,98754107;3,15041249;
Néville;France;Neville;49,82000147;0,69932355; 
Nexon;France;Nexon;45,69162896;1,17800198; 
Nézel;France;Nezel;48,93851956;1,84065447; 
Nice;France;Nice;43,73415306;7,30219351; 
Nice;France;Nice;43,70537538;7,26340792;OUI
Niederbronn-les-Bains;France;Niederbronn-les-Bains;48,95235408;7,63379566; 
Niederstinzel;France;Niederstinzel;48,86299518;7,03805978; 
Nieppe;France;Nieppe;50,69658284;2,82909715; 
Nieul;France;Nieul;45,92752724;1,1723712; 
Nîmes;France;Nimes;43,83229306;4,36583551;OUI
Niort;France;Niort;46,31934516;-0,45439057;OUI
Nissan-lez-Enserune;France;Nissan-lez-Enserune;43,29565169;3,11682716; 
Nœux-les-Mines;France;Nœux-les-Mines;50,48299973;2,67468692; 
Nogent le Rotrou;France;Nogent le Rotrou;48,32591302;0,81034277;
Nogent sur Seine;France;Nogent sur Seine ;48,49783702;3,4937079; 
Nogent sur Vernisson;France;Nogent sur Vernisson;47,85285011;2,73763662; 
Nogent-l'Artaud;France;Nogent-l'Artaud;48,96876181;3,32291966; 
Noidans-le-Ferroux;France;Noidans-le-Ferroux;47,5679822;5,96391883; 
Nointel;France;Nointel;49,13281183;2,28001779; 
Noirétable;France;Noiretable;45,8164489;3,76146987; 
Noirmoutier en l'Ile;France;Noirmoutier en l'Ile;47,0002303;-2,2486436;
Noisy-le-Grand;France;Noisy-le-Grand;48,82353322;2,57930699; 
Noisy-le-Sec;France;Noisy-le-Sec;48,89661259;2,46038009; 
Noizay;France;Noizay;47,40970794;0,89622226; 
Nomain;France;Nomain;50,50253899;3,20642264; 
Nonancourt;France;Nonancourt;48,77581786;1,19226678; 
Nonant-le-Pin;France;Nonant-le-Pin;48,70373824;0,22061184; 
Nortkerque;France;Nortkerque;50,88296862;2,02249484; 
Notre-Dame-d'Oé;France;Notre-Dame-d'Oe;47,45972143;0,70824988; 
Nouan-le-Fuzelier;France;Nouan-le-Fuzelier;47,53390396;2,03273471; 
Nouilhan;France;Nouilhan;43,42315087;0,03819257; 
Nouvion-sur-Meuse;France;Nouvion-sur-Meuse;49,69697569;4,79493184; 
Nouzonville;France;Nouzonville;49,81219269;4,74266606; 
Novéant-sur-Moselle;France;Noveant-sur-Moselle;49,02740444;6,05237733; 
Novillars;France;Novillars;47,28400035;6,13322121; 
Noyal-sur-Vilaine;France;Noyal-sur-Vilaine;48,11872398;-1,52855225; 
Noyant-de-Touraine;France;Noyant-de-Touraine;47,11111258;0,57700584; 
Noyelles sur Mer;France;Noyelles sur Mer;50,18702017;1,70453407; 
Noyen-sur-Sarthe;France;Noyen-sur-Sarthe;47,87475384;-0,09916194; 
Noyers-Pont-Maugis;France;Noyers-Pont-Maugis;49,67028417;4,95512753; 
Noyon;France;Noyon;49,57682403;3,00570655; 
Nuits;France;Nuits;47,72921002;4,21126636; 
Nuits-Saint-Georges;France;Nuits-Saint-Georges;47,13066841;4,95622765; 
Nurieux-Volognat;France;Nurieux-Volognat;46,18447568;5,52915467; 
Nyer;France;Nyer;42,54226684;2,26299884; 
Obermodern-Zutzendorf;France;Obermodern-Zutzendorf;48,84218087;7,53998139; 
Obernai;France;Obernai;48,46186913;7,48897062; 
Oberstinzel;France;Oberstinzel;48,7883517;7,04016624; 
Objat;France;Objat;45,26524091;1,40687307; 
Ocqueville;France;Ocqueville;49,80152875;0,69743461; 
Oderen;France;Oderen;47,91134895;6,97352579; 
Oermingen;France;Oermingen;49,00105045;7,13186041; 
Ogeu-les-Bains;France;Ogeu-les-Bains;43,15386685;-0,50780322; 
Oissel;France;Oissel;49,34309724;1,10197128;
Olette;France;Olette;42,55466434;2,27255339; 
Olliergues;France;Olliergues;45,69461454;3,59028377; 
Olliergues;France;Olliergues;45,67292579;3,6364958; 
Olonne-sur-Mer;France;Olonne-sur-Mer;46,54874288;-1,76737666; 
Oloron Ste Marie;France;Oloron Ste Marie;43,19501231;-0,61226674; 
Ondres;France;Ondres;43,56885777;-1,45716239; 
