NOMGARE;PAYS;VILLEDESSERVIE;X;Y;TGV
Onville;France;Onville;49,01323671;5,97903802; 
Onzain;France;Onzain;47,49186476;1,18609563; 
Orange;France;Orange;44,1373993;4,81971169;OUI
Orchamps;France;Orchamps;47,15016291;5,65884825; 
Orchies;France;Orchies;50,47729441;3,24939055; 
Ordizan;France;Ordizan;43,10788197;0,12981567; 
Orgerus;France;Orgerus;48,82682072;1,70197606; 
Orgon;France;Orgon;43,78589586;5,04525253; 
Origny-en-Thiérache;France;Origny-en-Thierache;49,89073509;4,02435397; 
Orléans Centre;France;Orleans;47,90815267;1,90475291;
Orly;France;Orly;48,74161987;2,40347862; 
Ormes;France;Ormes;46,98395428;4,31233166; 
Ormoy-Villers;France;Ormoy-Villers;49,20089269;2,83809834; 
Orry-la-Ville;France;Orry-la-Ville;49,13896455;2,48949839; 
Ors;France;Ors;50,10338567;3,62691089; 
Orthez;France;Orthez;43,48407493;-0,76722832;OUI
Osny;France;Osny;49,06262127;2,05915734; 
Osséja;France;Osseja;42,42013285;1,9778198; 
Ossès;France;Osses;43,23531689;-1,30509865; 
Ossun;France;Ossun;43,18341385;-0,02126776; 
Ostricourt;France;Ostricourt;50,44520966;3,0319779; 
Oudon;France;Oudon;47,34305262;-1,29166843; 
Ouges;France;Ouges;47,25577351;5,07280735; 
Oullins;France;Oullins;45,71731326;4,81350575; 
Oursbelille;France;Oursbelille;43,29066853;0,07690955; 
Oyonnax;France;Oyonnax;46,25974024;5,65306524; 
Oyrières;France;Oyrieres;47,53385829;5,55919169; 
Ozoir-la-Ferrière;France;Ozoir-la-Ferriere;48,77053213;2,69039749; 
Ozon;France;Ozon;43,17080887;0,25546692; 
Pagny-la-Ville;France;Pagny-la-Ville;47,04664914;5,20134185; 
Pagny-sur-Meuse;France;Pagny-sur-Meuse;48,6967188;5,73393293; 
Pagny-sur-Moselle;France;Pagny-sur-Moselle;48,98559945;6,02536956; 
Paimpol;France;Paimpol;48,77670477;-3,04635539;
Pamiers;France;Pamiers;43,11608176;1,61975949;
Pamproux;France;Pamproux;46,39980758;-0,05197593; 
Pantin;France;Pantin;48,89807944;2,4003526; 
Paray le Monial;France;Paray le Monial;46,44707673;4,11360895;
Parempuyre;France;Parempuyre;44,94379076;-0,61954905; 
Parent;France;Parent;45,61422991;3,21698371; 
Paris quicky.model.Gare d'Austerlitz;France;Paris;48,84308254;2,366162646;
Paris quicky.model.Gare de Bercy;France;Paris;48,8404062;2,38403874;
Paris quicky.model.Gare de l'Est;France;Paris;48,87754938;2,3591374;OUI
Paris quicky.model.Gare Saint Lazare;France;Paris;48,87786526;2,32443291;
Paris quicky.model.Gare de Lyon;France;Paris;48,84413956;2,37397927;OUI
Paris quicky.model.Gare du Nord;France;Paris;48,8816391;2,35614126;OUI
Paris quicky.model.Gare Montparnasse;France;Paris;48,83982078;2,31879179;OUI
Roissy TGV (aéroport Roissy CDG 2);France;Paris;49,00360529;2,57102569;OUI
Parnac;France;Parnac;44,49020054;1,31467569; 
Parsac;France;Parsac;46,19831216;2,17419627; 
Parthenay;France;Parthenay;46,64833126;-0,24028021; 
Passenans;France;Passenans;46,80063647;5,60350719; 
Pau;France;Pau;43,29146511;-0,36946774;OUI
Pauillac;France;Pauillac;45,20358995;-0,75564031; 
Paulhaguet;France;Paulhaguet;45,21015046;3,50039508; 
Pavilly;France;Pavilly;49,564528;0,95057416; 
Peille;France;Peille;43,79160345;7,37992623; 
Peillon;France;Peillon;43,7677821;7,36647875; 
Peltre;France;Peltre;49,07399262;6,2216963; 
Penne-d'Agenais;France;Penne-d'Agenais;44,37995248;0,80302262; 
Pérenchies;France;Perenchies;50,66700562;2,97715356; 
Périgueux;France;Perigueux;45,18716358;0,70718103;
Perles-et-Castelet;France;Perles-et-Castelet;42,73633476;1,79795571; 
Pernes;France;Pernes;50,48010663;2,43096827; 
Pérols-sur-Vézère;France;Perols-sur-Vezere;45,58464848;1,97763288; 
Péron;France;Peron;46,1885361;5,92998502; 
Péronne;France;Peronne;49,91587419;2,93564233; 
Perpignan;France;Perpignan;42,69607483;2,87961698;OUI
Perrignier;France;Perrignier;46,30335019;6,42488687; 
Perrusson;France;Perrusson;47,10118414;1,01401695; 
Pers;France;Pers;44,88697881;2,24048681; 
Persan;France;Persan;49,1481402;2,27905568; 
Pertuis;France;Pertuis;43,68412999;5,50425566; 
Pescadoires;France;Pescadoires;44,50473536;1,15943878; 
Pessac;France;Pessac;44,80440684;-0,63178958;
Petit-Croix;France;Petit-Croix;47,61011258;6,99463653; 
Petit-Réderching;France;Petit-Rederching;49,04947269;7,29990616; 
Pexiora;France;Pexiora;43,26711668;2,03267019; 
Peyrehorade;France;Peyrehorade;43,54686079;-1,11577202; 
Peyruis;France;Peyruis;44,03278246;5,94866721; 
Pezou;France;Pezou;47,86722039;1,14069949; 
Pfaffenhoffen;France;Pfaffenhoffen;48,8435591;7,61519199; 
Phalempin;France;Phalempin;50,5150448;3,01988812; 
Philippsbourg;France;Philippsbourg;48,98352947;7,56517766; 
Pibrac;France;Pibrac;43,62151071;1,28914912; 
Picquigny;France;Picquigny;49,94625152;2,14293784; 
Pierre-Bénite;France;Pierre-Benite;45,70679673;4,82463377; 
Pierre-Buffière;France;Pierre-Buffiere;45,69919227;1,34762979; 
Pierrefitte-Nestalas;France;Pierrefitte-Nestalas;42,96050812;-0,07395185; 
Pierrefitte-sur-Seine;France;Pierrefitte-sur-Seine;48,96399173;2,3725357; 
Pierrelatte;France;Pierrelatte;44,37458051;4,70375977;
Pierrelaye;France;Pierrelaye;49,01927573;2,15402058; 
Pierreville;France;Pierreville;48,54846654;6,12430359; 
Pignans;France;Pignans;43,29840987;6,22505333; 
Pihen-lès-Guînes;France;Pihen-les-Guines;50,87300637;1,7858736; 
Pimprez;France;Pimprez;49,53395071;2,95382094; 
Pins-Justaret;France;Pins-Justaret;43,47908421;1,39981456; 
Plaisance;France;Plaisance;43,60616893;0,04771365; 
Plaisir;France;Plaisir;48,83099986;1,96253134; 
Plancoët;France;Plancoet;48,52147032;-2,22883917; 
Planès;France;Planes;42,50180684;2,13706175; 
Pléchâtel;France;Plechatel;47,87168391;-1,77646186; 
Plénée-Jugon;France;Plenee-Jugon;48,37654332;-2,35480612; 
Plerguer;France;Plerguer;48,53153771;-1,85044251; 
Plestan;France;Plestan;48,42563147;-2,44266881; 
Pleudihen-sur-Rance;France;Pleudihen-sur-Rance;48,49929724;-1,96180971; 
Pleyber-Christ;France;Pleyber-Christ;48,50758482;-3,88285166; 
Plœuc-sur-Lié;France;Ploeuc-sur-Lie;48,33010347;-2,82817444; 
Plouaret - Trégor;France;Plouaret - Tregor;48,60618896;-3,46681;OUI
Plouénan;France;Plouenan;48,6411081;-3,97042917; 
Plougonver;France;Plougonver;48,45812291;-3,37090959; 
Plouharnel;France;Plouharnel;47,55799153;-3,13323049; 
Plouigneau;France;Plouigneau;48,56452344;-3,71034329; 
Plounérin;France;Plounerin;48,58147367;-3,56838033; 
Plourivo;France;Plourivo;48,76177278;-3,11806797; 
Plourivo;France;Plourivo;48,74850914;-3,13531216; 
Plouvara;France;Plouvara;48,50855257;-2,89223397; 
Podensac;France;Podensac;44,64886485;-0,35892298; 
Poigny;France;Poigny;48,54573613;3,28691405; 
Poissy;France;Poissy;48,93297475;2,04078451; 
Poitiers Centre;France;Poitiers;46,58230353;0,33275356;OUI
Poix-de-Picardie;France;Poix-de-Picardie;49,77739166;1,99078798; 
Poliénas;France;Polienas;45,2564381;5,47369195; 
Poligny;France;Poligny;46,84135313;5,69625823; 
Polliat;France;Polliat;46,2445393;5,12383539; 
Pomas;France;Pomas;43,11217141;2,28838412; 
Pommevic;France;Pommevic;44,1024855;0,93036637; 
Pompey;France;Pompey;48,77340087;6,13141345; 
Pons;France;Pons;45,57808794;-0,53900142; 
Pont de Beauvoisin;France;Pont de Beauvoisin;45,52454112;5,68066526; 
Pont-à-Mousson;France;Pont-a-Mousson;48,9007986;6,04992546; 
Pontarlier;France;Pontarlier;46,90099652;6,35295839;OUI
Pontault-Combault;France;Pontault-Combault;48,80665152;2,61738251; 
Pont-à-Vendin;France;Pont-a-Vendin;50,47157278;2,87563142; 
Pontcharra-sur-Turdine;France;Pontcharra-sur-Turdine;45,87150937;4,49279719; 
Pontchateau;France;Pontchateau;47,43517773;-2,08820897; 
Pont-d'Ain;France;Pont-d'Ain;46,05381495;5,33406282; 
Pont-de-Buis-lès-Quimerch;France;Pont-de-Buis-les-Quimerch;48,25431748;-4,08631418; 
Pont-de-l'Arche;France;Pont-de-l'Arche;49,31691062;1,16058558; 
Pont-de-Veyle;France;Pont-de-Veyle;46,26781714;4,89297313; 
Pont-du-Casse;France;Pont-du-Casse;44,23283563;0,67592659; 
Pont-du-Château;France;Pont-du-Chateau;45,78834058;3,23777456; 
Pontgibaud;France;Pontgibaud;45,82129725;2,8460552; 
Pontgouin;France;Pontgouin;48,47769521;1,14259902; 
Pont-Hébert;France;Pont-Hebert;49,16204086;-1,1270444; 
Pontivy;France;Pontivy;48,06153806;-2,96603899; 
Pont-l'Évêque;France;Pont-l'Eveque;49,287141;0,192021; 
Pont-Melvez;France;Pont-Melvez;48,47007294;-3,31158673; 
Pontoise;France;Pontoise;49,04672404;2,0959203; 
Pontorson - Mont Saint Michel;France;Pontorson - Mont Saint Michel;48,55244449;-1,50506758; 
Pont-Remy;France;Pont-Remy;50,04721396;1,89862082; 
Pontrieux;France;Pontrieux;48,69800426;-3,1643744; 
Pontrieux;France;Pontrieux;48,70557721;-3,15670879; 
Pont-Sainte-Maxence;France;Pont-Sainte-Maxence;49,30986209;2,60223502; 
Pont-Saint-Vincent;France;Pont-Saint-Vincent;48,60212288;6,1034406; 
Pont-sur-Yonne;France;Pont-sur-Yonne;48,28669552;3,20173606; 
Pornic;France;Pornic;47,11452652;-2,09767285;
Pornichet;France;Pornichet;47,27033778;-2,3439167;OUI
Port Boulet;France;Port Boulet;47,24852658;0,15486884;
Port la Nouvelle;France;Port la Nouvelle;43,02086419;3,03880452; 
Porta;France;Porta;42,5203488;1,82234156; 
Port-Brillet;France;Port-Brillet;48,11064123;-0,97425362; 
Port-de-Bouc;France;Port-de-Bouc;43,40724137;4,98471855; 
Porté-Puymorens;France;Porte-Puymorens;42,53875926;1,82484975; 
Portets;France;Portets;44,69312192;-0,42611458; 
Port-Sainte-Marie;France;Port-Sainte-Marie;44,25036447;0,39030982; 
Port-Saint-Père;France;Port-Saint-Pere;47,11607265;-1,7400972; 
Port-Vendres;France;Port-Vendres;42,51338125;3,10238579; 
Port-Villez;France;Port-Villez;49,06098044;1,52414375; 
Pougny;France;Pougny;46,14476772;5,96120868; 
Pougues-les-Eaux;France;Pougues-les-Eaux;47,07697512;3,09382268; 
Pouilly-sous-Charlieu;France;Pouilly-sous-Charlieu;46,14739777;4,10637451; 
Pouilly-sur-Loire;France;Pouilly-sur-Loire;47,28216962;2,96606338; 
Poule-les-Écharmeaux;France;Poule-les-Echarmeaux;46,13947101;4,45972609; 
Pouxeux;France;Pouxeux;48,10379054;6,58125149; 
Pouzac;France;Pouzac;43,08766302;0,14003262; 
Pouzauges;France;Pouzauges;46,75241664;-0,81462343; 
Prades;France;Prades;42,61703381;2,42936122; 
Prat-Bonrepaux;France;Prat-Bonrepaux;43,03124187;1,01978826; 
Praye;France;Praye;48,43256946;6,10093298; 
Prayssac;France;Prayssac;44,50398192;1,18764392; 
Praz-sur-Arly;France;Praz-sur-Arly;45,9396387;6,88886121; 
Préchac-sur-Adour;France;Prechac-sur-Adour;43,60171744;-0,00396417; 
Précy-sur-Oise;France;Precy-sur-Oise;49,20322577;2,37634689; 
Preignac;France;Preignac;44,57746205;-0,30169777; 
Preignan;France;Preignan;43,71780371;0,62335242; 
Presles;France;Presles;49,11320912;2,28767735; 
Prin-Deyrançon;France;Prin-Deyrancon;46,21900987;-0,6364651; 
Pringy;France;Pringy;45,93911606;6,12339775; 
Pringy;France;Pringy;48,53495241;2,54521098; 
Prissé-la-Charrière;France;Prisse-la-Charriere;46,1527555;-0,49367337; 
Prouvy;France;Prouvy;50,3169493;3,46138006; 
Provenchères-sur-Fave;France;Provencheres-sur-Fave;48,3048128;7,08565782; 
Provins;France;Provins;48,55580725;3,30332137; 
Prunay;France;Prunay;49,19882463;4,18355455; 
Pruniers-en-Sologne;France;Pruniers-en-Sologne;47,31360661;1,67252074; 
Puberg;France;Puberg;48,92282108;7,30044905; 
Puget-Ville;France;Puget-Ville;43,2841278;6,1399178; 
Pujo;France;Pujo;43,34733654;0,06570828; 
Pulligny;France;Pulligny;48,53569858;6,13767404; 
Puybrun;France;Puybrun;44,92171572;1,78402943; 
Puy-Guillaume;France;Puy-Guillaume;45,95770393;3,47408577; 
Puy-l'Évêque;France;Puy-l'Eveque;44,50099205;1,1319198; 
Puyoo;France;Puyoo;43,52451517;-0,91054108; 
Quédillac;France;Quedillac;48,24853883;-2,14563088; 
Quesnoy-le-Montant;France;Quesnoy-le-Montant;50,10890135;1,70253901; 
Quesnoy-sur-Deûle;France;Quesnoy-sur-Deule;50,7078901;2,99574391; 
Questembert;France;Questembert;47,68313102;-2,44966901; 
Queyrac;France;Queyrac;45,36740571;-1,00236636; 
Quiberon;France;Quiberon;47,48552442;-3,11816918;
Quimper;France;Quimper;47,99465835;-4,09210303;OUI
Quimperle;France;Quimperle;47,86906313;-3,55301115;OUI
Quincieux;France;Quincieux;45,90669073;4,77844799; 
Quintin;France;Quintin;48,39727687;-2,89165321; 
Rabastens;France;Rabastens;43,81948909;1,73076257; 
Rabastens-de-Bigorre;France;Rabastens-de-Bigorre;43,38806498;0,15019624; 
Raedersheim;France;Raedersheim;47,88698912;7,2840558; 
Rai;France;Rai;48,74371525;0,55369917; 
Raismes;France;Raismes;50,39023634;3,47949894; 
Rambouillet;France;Rambouillet;48,64323911;1,83115344; 
Ranchot;France;Ranchot;47,15276914;5,72484712; 
Rang du Fliers;France;Rang du Fliers;50,41584582;1,64806298;
Rantigny;France;Rantigny;49,32450627;2,44564084; 
Raon-l'Étape;France;Raon-l'Etape;48,4037414;6,83688554; 
Raves;France;Raves;48,26598867;7,03884742; 
Razac-sur-l'Isle;France;Razac-sur-l'Isle;45,16589441;0,59921102; 
Réalville;France;Realville;44,11486418;1,47688986; 
Réaumont;France;Reaumont;45,36878565;5,53488982; 
Réchicourt-le-Château;France;Rechicourt-le-Chateau;48,66519751;6,848128; 
Recoules-Prévinquières;France;Recoules-Previnquieres;44,34123024;2,96677007; 
Recquignies;France;Recquignies;50,28416449;4,04457929; 
Réding;France;Reding;48,74263729;7,09597174; 
Redon;France;Redon;47,6517633;-2,08787664;OUI
Régny;France;Regny;45,98774722;4,21566712; 
Reichshoffen;France;Reichshoffen;48,93071279;7,65797714; 
Reignac-sur-Indre;France;Reignac-sur-Indre;47,2177873;0,90129498; 
Reignier-Esery;France;Reignier-Esery;46,12522883;6,26783181; 
Reims Centre;France;Reims;49,25906626;4,02401739;OUI
Rémelfing;France;Remelfing;49,09094644;7,09165549; 
Rémilly;France;Remilly;49,01484147;6,39391541; 
Remilly-Aillicourt;France;Remilly-Aillicourt;49,65538582;4,99021112; 
Remiremont;France;Remiremont;48,01636734;6,59904066;OUI
Remy;France;Remy;49,43317956;2,70391388; 
Renescure;France;Renescure;50,7320947;2,37184849; 
Rennes;France;Rennes;48,10306278;-1,67213084;OUI
Rethel;France;Rethel;49,50457068;4,37028428;OUI
Retiers;France;Retiers;47,91321221;-1,38971806; 
Retournac;France;Retournac;45,20119731;4,03531706; 
Reuilly;France;Reuilly;47,08498157;2,04758244; 
Revel;France;Revel;43,46010714;2,00313189; 
Revigny-sur-Ornain;France;Revigny-sur-Ornain;48,82402642;4,98555682; 
Revin;France;Revin;49,93856365;4,64275361; 
Rezé;France;Reze;47,193132;-1,54969894; 
Ria-Sirach;France;Ria-Sirach;42,60393085;2,39267955; 
Ribeauvillé;France;Ribeauville;48,18667261;7,37512527; 
Ribécourt-Dreslincourt;France;Ribecourt-Dreslincourt;49,50615765;2,92726507; 
Richwiller;France;Richwiller;47,7869298;7,26168857; 
Riedseltz;France;Riedseltz;48,99039962;7,96267355; 
Rieux;France;Rieux;49,29768147;2,51924193; 
Rigaud;France;Rigaud;43,76123708;7,48090143; 
Rillieux-la-Pape;France;Rillieux-la-Pape;45,8036983;4,89264984; 
Rilly-la-Montagne;France;Rilly-la-Montagne;49,16720399;4,04117098; 
Riom - Châtel-Guyon;France;Riom;45,88984232;3,1208132;
Riom-ès-Montagnes;France;Riom-es-Montagnes;45,28529816;2,6587041; 
Rion-des-Landes;France;Rion-des-Landes;43,9190492;-0,91717743; 
Riscle;France;Riscle;43,65030586;-0,08023774; 
Ris-Orangis;France;Ris-Orangis;48,65935916;2,41437805; 
Rivarennes;France;Rivarennes;47,26766144;0,36192067; 
Rive de Gier;France;Rive de Gier;45,52433724;4,60636203; 
Rives;France;Rives;45,35751168;5,49167534; 
Rivesaltes;France;Rivesaltes;42,76615979;2,8678155; 
Rixheim;France;Rixheim;47,74860643;7,40605779; 
Roanne;France;Roanne;46,03870642;4,06328119;
Robiac-Rochessadoule;France;Robiac-Rochessadoule;44,27672408;4,12245373; 
Rocamadour;France;Rocamadour;44,81791104;1,65744503; 
Rochefort;France;Rochefort;45,94741568;-0,96378831;
Roche-lez-Beaupré;France;Roche-lez-Beaupre;47,27641679;6,11127173; 
Rochy-Condé;France;Rochy-Conde;49,39781142;2,1737273; 
Rodez;France;Rodez;44,36265218;2,58025315;
Rœschwoog;France;Rœschwoog;48,8333947;8,029565; 
Rœux;France;Rœux;50,3036985;2,89486736; 
Rognac;France;Rognac;43,48667728;5,23086425; 
Rohrbach-lès-Bitche;France;Rohrbach-les-Bitche;49,05526903;7,26363926; 
Roissy-en-Brie;France;Roissy-en-Brie;48,79548574;2,65092457; 
Rolleville;France;Rolleville;49,58179758;0,21606053; 
Romanèche-Thorins;France;Romaneche-Thorins;46,17639141;4,74210129; 
Romans Bourg de Peage;France;Romans Bourg de Peage;45,04906276;5,04968121; 
Rombas;France;Rombas;49,25586416;6,09836095; 
Romilly Sur Seine;France;Romilly Sur Seine;48,51417327;3,72833188;
Romilly-la-Puthenaye;France;Romilly-la-Puthenaye;49,00484533;0,85264963; 
Romorantin-Lanthenay;France;Romorantin-Lanthenay;47,35624953;1,73911881; 
Ronchamp;France;Ronchamp;47,69909519;6,62327134; 
Ronchin;France;Ronchin;50,6042402;3,07837762; 
Roppenheim;France;Roppenheim;48,85103575;8,06209077; 
Roquebrune-Cap-Martin;France;Roquebrune-Cap-Martin;43,76044026;7,45722702; 
Roquefort-sur-Garonne;France;Roquefort-sur-Garonne;43,16487915;0,97290325; 
Roqueredonde;France;Roqueredonde;43,81213096;3,15529906; 
Roquesérière;France;Roqueseriere;43,75064398;1,61824013; 
Roscoff;France;Roscoff;48,72055351;-3,98245677; 
Rosheim;France;Rosheim;48,5049682;7,49127548; 
Rosières-aux-Salines;France;Rosieres-aux-Salines;48,6054242;6,35063245; 
Rosières-en-Santerre;France;Rosieres-en-Santerre;49,8226906;2,71164885; 
Rosny-sous-Bois;France;Rosny-sous-Bois;48,88244359;2,48104571; 
Rosny-sur-Seine;France;Rosny-sur-Seine;48,99775577;1,62940234; 
Rosporden;France;Rosporden;47,96018968;-3,83275774;OUI
Rosult;France;Rosult;50,45622188;3,34987987; 
Rothau;France;Rothau;48,45899046;7,20733658; 
Roubaix;France;Roubaix;50,69483396;3,16273017;OUI
Rouen Rive Droite;France;Rouen;49,44951121;1,09374266;OUI
Rouessé-Vassé;France;Rouesse-Vasse;48,16015486;-0,20016657; 
Rouffach;France;Rouffach;47,96008857;7,31241945; 
Rouillé;France;Rouille;46,41879917;0,04185891; 
Roumazières-Loubert;France;Roumazieres-Loubert;45,88936136;0,57882285; 
Rountzenheim;France;Rountzenheim;48,82002671;8,01137977; 
Royan;France;Royan;45,62551453;-1,01719776;
Royat;France;Royat;45,76788566;3,06175227; 
Royères;France;Royeres;45,86287031;1,44174353; 
Rozières-sur-Mouzon;France;Rozieres-sur-Mouzon;48,12060715;5,70586004; 
Rue;France;Rue;50,27315448;1,67583768; 
Ruelle-sur-Touvre;France;Ruelle-sur-Touvre;45,67622394;0,22124287; 
Ruffec (en Charente);France;Ruffec Charente;46,03064931;0,18999299;OUI
Ruffey-lès-Echirey;France;Ruffey-les-Echirey;47,37070195;5,07938662; 
Rully;France;Rully;46,88018761;4,76097933; 
Rumilly;France;Rumilly;45,86298757;5,94815569; 
Ruminghem;France;Ruminghem;50,86150385;2,15914357; 
Rungis;France;Rungis;48,74054978;2,35240718; 
Russ;France;Russ;48,49784987;7,25143277; 
Saales;France;Saales;48,34727181;7,11087378; 
Sablé-sur-Sarthe;France;Sable-sur-Sarthe;47,84196406;-0,34231492;OUI
Saillagouse;France;Saillagouse;42,45679618;2,0310882; 
Saillans;France;Saillans;44,69416141;5,19417698; 
Saillat-sur-Vienne;France;Saillat-sur-Vienne;45,86983611;0,81209345; 
Sain-Bel;France;Sain-Bel;45,81132586;4,60167484; 
Saincaize-Meauce;France;Saincaize-Meauce;46,93117701;3,07165339; 
Sains-du-Nord;France;Sains-du-Nord;50,08877541;4,00147453; 
Saint Amand Montrond;France;Saint Amand Montrond;46,72643117;2,48578654;
Saint Avold;France;Saint Avold;49,08570052;6,72071967;
Saint-Avre-La Chambre;France;Saint Avre - La Chambre;45,35345693;6,30227086;OUI
Saint Cyr Les Lecques La Cadière;France;Saint Cyr Les Lecques La Cadiere;43,18523216;5,70381195;
Saint-Dié-des-Vosges;France;Saint Die;48,28202483;6,94729518;OUI
Saint Dizier;France;Saint Dizier;48,6428056;4,94718655;
Saint Gaudens;France;Saint Gaudens;43,10495622;0,72926291; 
Saint Jean Pied de Port;France;Saint Jean Pied de Port;43,16808079;-1,23883573; 
Saint Julien en Genevois;France;Saint Julien en Genevois;46,14186425;6,08527701;
Saint Lo;France;Saint Lo;49,11589479;-1,10108931;
Saint Louis;France;Saint Louis;47,59036625;7,55553043;
Saint-Agnan;France;Saint-Agnan;46,50143837;3,87922677; 
Saint-Aignan;France;Saint-Aignan;47,28678396;1,38389888; 
Saint-Aigulin;France;Saint-Aigulin;45,15737434;-0,01926982; 
Saint-Amand-les-Eaux;France;Saint-Amand-les-Eaux;50,44311876;3,41874877; 
Saint-Amand-Longpré;France;Saint-Amand-Longpre;47,69304532;1,01182289; 
Saint-Amans-Soult;France;Saint-Amans-Soult;43,47936899;2,48476908; 
Saint-Amarin;France;Saint-Amarin;47,87281742;7,02876599; 
Saint-Ambroix;France;Saint-Ambroix;44,25962073;4,19406396; 
Saint-Amour;France;Saint-Amour;46,4347559;5,33431036; 
Saint-André-de-Corcy;France;Saint-Andre-de-Corcy;45,92590013;4,94850988; 
Saint-André-de-Cubzac;France;Saint-Andre-de-Cubzac;44,99109493;-0,43937537; 
Saint-André-en-Terre-Plaine;France;Saint-Andre-en-Terre-Plaine;47,47331294;4,05853915; 
Saint-André-le-Gaz;France;Saint-Andre-le-Gaz;45,54426409;5,52457934; 
Saint-André-lez-Lille;France;Saint-Andre-lez-Lille;50,65420785;3,0442525; 
Saint-Antoine-de-Breuilh;France;Saint-Antoine-de-Breuilh;44,84673416;0,15171759; 
Saint-Antoine-du-Rocher;France;Saint-Antoine-du-Rocher;47,50380996;0,61636507; 
Saint-Armel;France;Saint-Armel;48,01427695;-1,59480116; 
